file,n_obs,t_baseline_days,P,K,e,omega_deg,msini,mstar,t_peri
synth_00539.npz,98,2580.1055490002036,2.3266508,39.82,0.0,90.0,,0.639,2.020536040169771
synth_00540.npz,137,1528.8761999998242,44.40523,50.43,0.127,223.7,,1.406,14.03227407383022
synth_00541.npz,30,748.9079999998212,3.4095675,713.0,0.072,-74.0,,1.311,1.7322791731738518
synth_00542.npz,21,917.2131199999712,50.819172,2.91,0.08,90.0,,0.88,30.205625157527525
synth_00543.npz,23,839.8808600003831,3.560829,82.6,0.191,90.0,,1.097,2.5722651507009893
synth_00544.npz,41,680.0663300002925,3.7955202,77.0,0.0,90.0,,0.4861,0.5597346798668403
synth_00545.npz,21,1844.871999999974,7.78993,1.43,0.0,90.0,,0.73,2.1879659073562903
synth_00546.npz,20,735.0319999996573,10.590547,15.7,0.13,92.0,,1.146,7.73857619232022
synth_00547.npz,48,2571.0101000000723,41.6855,3.1,0.0,90.0,,1.67,23.685380717445284
synth_00548.npz,41,2293.850700000301,13.2543,1.658,0.21,90.0,0.01031998,0.42,11.928151529977855
synth_00549.npz,119,1866.9286020002328,3.48777,60.9,0.02,90.0,0.59,1.47,1.5620269591934794
synth_00550.npz,37,1143.9909000000916,4.579,3.45,0.0,90.0,0.02762497,0.97,1.8618802174099898
synth_00551.npz,26,1886.9171549999155,2.81805,64.2,0.0,90.0,0.25,0.42,0.8637526643623953
synth_00552.npz,78,3599.002100000158,1.332813,175.25,0.0,90.0,,1.05,0.30837637267768936
synth_00553.npz,200,1548.8488869997673,106.3,2.08,0.14,155.0,0.0237863,0.43,69.17646138534924
synth_00554.npz,36,3622.9577299999073,1211.0,3.85,0.298,-63.0254,0.173,0.851785,320.5347482072843
synth_00555.npz,65,2917.998738999944,3.052524,243.0,0.0,90.0,,0.949,2.6321167213753975
synth_00556.npz,34,800.0745599996299,19240.75467,39.198,0.155,92.13,,0.67,5207.47938257131
synth_00557.npz,24,346.94951000018045,34.5633,2.8,0.2,90.0,,1.0,23.273530941924147
synth_00558.npz,20,735.0319999996573,1176.45,37.51,0.224,219.541,1.985,1.069,668.4402337402926
synth_00559.npz,29,180.77400000020862,3.317921,76.2,0.03,-50.0,,0.61,2.0851766431171854
synth_00560.npz,23,856.8001399999484,18.840942,2.24,0.17,-96.3,,1.1,16.870495535506475
synth_00561.npz,16,1601.7480399999768,3.1649,1.679,0.195,152.0,0.01170443,0.98,0.5379964500555444
synth_00562.npz,26,2211.9640000001527,1.4013794,346.0,0.0,90.0,,0.98,0.20994841978962753
synth_00563.npz,15,2521.969399999827,2.90367,236.4,0.0,90.0,,0.76,0.3539638230246887
synth_00564.npz,15,186.70080000022426,2.18467,175.7,0.0,90.0,,1.46,0.1669940358294011
synth_00565.npz,44,771.9129999997094,1.55745774,31.77,0.0232,278.72,,0.9,0.8320422426597686
synth_00566.npz,55,2542.095590000041,3.971281,144.0,0.18,90.0,,1.088,0.6581649748561713
synth_00567.npz,22,465.8064030003734,10.288914,6.18,0.29,98.0,,0.9342,8.304881416289929
synth_00568.npz,82,888.7031999998726,55.661,2.09,0.0,90.0,0.01919265,0.342,1.258524740769894
synth_00569.npz,76,3538.1394330002367,2.686502,485.0,0.0,90.0,,0.97,1.0063823787796387
synth_00570.npz,88,335.02155099995434,3.1481,1.8,0.012,226.0,,0.295,1.4896934223283536
synth_00571.npz,45,1164.8876999998465,20.519617,2.32,0.0,90.0,,0.798,4.44307779954928
synth_00572.npz,29,1212.688099999912,34.524,24.85,0.1809,26.1,0.378,0.954,12.287306322614938
synth_00573.npz,40,2545.036400000099,2.69155,188.7,0.0,90.0,,2.22,0.5996542882966054
synth_00574.npz,69,5585.798969999887,256.2,0.95,0.08,51.6,0.014,0.33,72.20436084295675
synth_00575.npz,200,2901.2203700002283,40.87,3.17,0.07,8.0,0.05789287,1.126,37.88122025197753
synth_00576.npz,119,4361.976724999957,86.58,4.49,0.063,130.1,0.0679612,0.58,36.119043215104746
synth_00577.npz,72,775.7690739999525,7.817953,330.0,0.092,90.0,,1.076,3.01667397512407
synth_00578.npz,78,855.6496600001119,280.17,13.15,0.238,326.0,0.443,1.12,171.2327463384826
synth_00579.npz,86,1136.1510760001838,53.753,2.18,0.156,90.0,0.03133751,0.771,35.69961722580242
synth_00580.npz,38,1180.7267999998294,3.56004,2.78,0.045,200.0,,0.935,2.3506109110043547
synth_00581.npz,132,6077.539679999929,3.94153,116.0,0.0,90.0,,0.88,0.33408001208246746
synth_00582.npz,39,2236.8954509999603,4.119027,526.1,0.086,-146.4,,1.3,2.396872434413519
synth_00583.npz,92,3655.9811200001277,147.02,0.69,0.29,268.14,0.01500802,0.813,108.19548765700038
synth_00584.npz,40,2936.9441999997944,916.0,25.4,0.13,71.0,1.75,1.78,728.7406233873998
synth_00585.npz,24,451.7616999996826,1.9495378,3.13,0.0,90.0,,0.236,1.1473697707504913
synth_00586.npz,51,2177.1378929996863,15.79,4.5,0.0,90.0,0.06292704,1.178,2.061748589523669
synth_00587.npz,27,774.9306370001286,2880.0,48.900243832282754,0.24,86.68,2.19,0.535,241.17213282272348
synth_00588.npz,33,46.010089999996126,9.088516,109.0,0.0,90.0,,0.867,2.9360786586513155
synth_00589.npz,122,3722.800028000027,10.290994,29.8,0.57,90.0,,0.96,9.545502142861364
synth_00590.npz,15,797.9470000001602,95.272656,39.0,0.133,41.0,,0.96,45.027527244122446
synth_00591.npz,34,1598.7936920002103,30.158577,218.4,0.745,92.2,2.89,1.469,27.006218780203195
synth_00592.npz,16,416.7950500003062,4.6955507,2.18,0.0,90.0,,0.514,2.1584270486324018
synth_00593.npz,18,655.0333000002429,5.377219,3068.0,0.094,0.1,27.9,1.066,4.060435429839139
synth_00594.npz,16,119.8581999996677,1129.0,144.0,0.85,190.0,3.5,0.843,547.708581353604
synth_00595.npz,77,1118.6139500001445,1945.0,9.41,0.041,90.0,0.622,0.91,1378.4258984859864
synth_00596.npz,26,86.90799999982119,3.7684952,39.9,0.0,90.0,,0.87,1.1952885816597383
synth_00597.npz,96,712.0532900001854,3.438753,49.24,0.14,130.0,,0.64,3.0600268449265062
synth_00598.npz,50,1867.8139999997802,8.001968,55.8,0.174,90.0,,1.296,2.126187463371939
synth_00599.npz,15,358.0299999997951,7596.0,71.3,0.19,110.44,12.2,2.41,46.919191445376946
synth_00600.npz,50,1843.9464099998586,13.066,1.63,0.04,90.0,,0.12,9.422752161402657
synth_00601.npz,47,3644.9498000000603,1.93778,6.56,0.207,234.0,,0.32,1.3111105967860814
synth_00602.npz,31,765.9479979998432,872.2,99.0,0.494,90.0,4.0,0.942,572.9494446251756
synth_00603.npz,30,4905.6102400003,3.37077196,65.5,0.029,90.0,,0.207,2.317119214681096
synth_00604.npz,39,2801.207969999872,2.262196,121.0,0.0,90.0,,0.67,1.3262445531091684
synth_00605.npz,25,2575.945900000166,21.89288,9.247,0.496,257.997,0.121,1.14,2.5237882862735472
synth_00606.npz,24,474.77599500026554,11.57797,1.46,0.0,90.0,,0.87,7.748020621604563
synth_00607.npz,45,3690.789150000084,778.51,28.65,0.211,308.313,1.525,1.312,5.137016748516495
synth_00608.npz,40,2936.9441999997944,6.3085044,11.6,0.0,90.0,,0.97,1.1534651063943964
synth_00609.npz,19,1060.995159999933,31.034,31.0,0.51,-0.166,,1.34,13.061540426832437
synth_00610.npz,17,707.3340900000185,8.28246,2.1,0.5,90.0,,0.965,3.133829258459466
synth_00611.npz,15,2521.969399999827,439.29999,14.1,0.09,90.0,0.44,0.76,52.261394659045955
synth_00612.npz,19,146.76072999974713,3.54387,63.6,0.0,90.0,,1.404,1.5130822442288356
synth_00613.npz,18,1470.0067300000228,820.2,207.0,0.13,168.0,14.0,1.8,511.49086321986545
synth_00614.npz,23,1754.1836920003407,778.51,28.65,0.211,308.313,1.525,1.312,293.8590560823152
synth_00615.npz,19,85.77539999969304,13.6308205,2.63,0.0,90.0,,0.901,9.657429281023882
synth_00616.npz,28,0.13901999965310097,3459.0,36.27,0.146,329.3,1.649,0.486,798.7595279134601
synth_00617.npz,63,16.21430000010878,1157.0,33.7,0.76,90.0,1.22,1.12,166.40584001745844
synth_00618.npz,15,1463.0919999997132,323.21,288.63,0.238,91.33,15.464,2.09,242.05191873712369
synth_00619.npz,200,283.2688909997232,493.7,31.9,0.144,86.0,1.1,0.853,330.1510776635265
synth_00620.npz,111,1968.6408219998702,2.9887615,111.2,0.0,90.0,,1.063,1.2832865973476943
synth_00621.npz,15,2575.9330000001937,2.032046,239.0,0.0,90.0,,1.409,0.2779174140446945
synth_00622.npz,23,447.87538200011477,2.9223,55.6,0.068,0.285,,1.538,1.9394829914410698
synth_00623.npz,69,3824.689999999944,16.70988,2.2,0.05,282.0,0.02674399,0.991,12.531670586577048
synth_00624.npz,86,2721.6383500001393,13.8992,4.25,0.29,37.0,0.04153184,0.82,2.2786717254662148
synth_00625.npz,16,746.9125600000843,33.874,1.13,0.159,240.0,0.01623518,0.86,23.34940703677306
synth_00626.npz,83,548.6837500003166,2.2783152,78.0,0.0,90.0,,0.81,0.810253379587336
synth_00627.npz,15,2102.1965999999084,3.85298,115.5,0.0,90.0,,1.79,3.525933720797651
synth_00628.npz,16,2598.882190000266,4.7228124,399.0,0.079,56.0,,0.759,3.5493809557290366
synth_00629.npz,51,1234.6099999998696,8500.0,89.0,0.37,38.0,,1.33,2326.7149469838687
synth_00630.npz,119,1569.7594769997522,3.7684952,39.9,0.0,90.0,,0.87,3.53494768302873
synth_00631.npz,20,0.2132699997164309,8.7836,4.12,0.0,0.0,0.026,0.5,0.2216344365206675
synth_00632.npz,45,3644.906899999827,589.64,41.0,0.02,354.58,2.3,1.0,108.97963189704274
synth_00633.npz,52,3063.6800000001676,23.624,32.4,0.105,-62.0,0.463,1.035,5.714715790379917
synth_00634.npz,69,3450.696040000301,455.73816,40.452,0.081,264.199,2.102,1.613,333.63683016763764
synth_00635.npz,84,3114.3950000000186,12.75758,0.47,0.062,144.0,,0.935,6.712630742566877
synth_00636.npz,15,582.1542299999855,2.02087,1.31,0.06,197.0,0.00220245,0.142,0.9384423305508817
synth_00637.npz,30,291.34152699960396,283.8,12.3,0.442,135.0,0.45,1.41,63.15496154354568
synth_00638.npz,15,1240.8207000000402,603.95116,4.42,0.373,118.3,0.09250228,1.0,456.86918880353517
synth_00639.npz,27,774.9306370001286,15.1479,2.53,0.12,13.178,0.03,0.986073,1.773916158524724
synth_00640.npz,118,166.6404760000296,4540.0,11.4,0.103,24.0642,0.84,0.875104,1122.9291406380455
synth_00641.npz,21,536.6400699997321,302.79999,57.1,0.14,90.0,2.27,1.34,244.16589670369956
synth_00642.npz,15,2521.969399999827,12.9211,3.1,0.032,16.0,,0.295,5.828029393112821
synth_00643.npz,24,515.8303999998607,4073.0,28.4,0.089,117.0,2.31,1.03,3571.2786411702073
synth_00644.npz,34,1485.9418999999762,15.56,4.1,0.0,90.0,0.05,0.93,9.361893461853905
synth_00645.npz,52,2233.9972000001,2.052868,109.0,0.0,90.0,,1.33,1.62083094031216
synth_00646.npz,20,735.0319999996573,3.446459,254.1,0.12,90.0,,0.986,0.6458776966160257
synth_00647.npz,30,1690.282399999909,144.3,42.7,0.09,166.0,1.98,2.42,45.63081550571416
synth_00648.npz,26,1886.9171549999155,2.21857567,205.0,0.0,90.0,,0.79,0.8357508812667541
synth_00649.npz,63,845.69319000002,3.7521,63.4,0.0,90.0,,1.18,1.8542848403899823
synth_00650.npz,23,2574.0136000001803,3.0440499,78.0,0.181,90.0,,0.962,1.438213198614124
synth_00651.npz,193,3490.695880000014,1544.0,26.7,0.22,158.0,1.49,1.231,1269.8877473073367
synth_00652.npz,21,0.14839999983087182,1.271869,4.5,0.0,90.0,,0.7,0.2202756686324377
synth_00653.npz,200,5841.947690000292,4.0179694,4.1,0.0,90.0,,0.1635,3.4212443495129543
synth_00654.npz,31,322.0594000001438,18.27,3.48,0.29,173.73,0.0303623,0.59,16.242875794000092
synth_00655.npz,84,3114.3950000000186,5.12338,0.392,0.0,90.0,0.00081805,0.1221,0.38691271641301633
synth_00656.npz,23,447.87538200011477,13.8905,1.81,0.09,7.44,0.0168,0.7,0.13043692922303324
synth_00657.npz,42,1644.6949999998324,606.3,30.9,0.087,133.0,1.599,1.39,177.49612742048416
synth_00658.npz,93,2540.0189999998547,15.66858,1.74,0.301,-86.0,,0.642,6.2791014532534914
synth_00659.npz,48,310.18330000014976,198.4,82.0,0.06,50.0,2.5,1.15,192.5371622989038
synth_00660.npz,25,6.016330000013113,3.814334,1.02,0.0,90.0,,0.502,0.27237623963339924
synth_00661.npz,15,186.70080000022426,21.89288,9.247,0.496,257.997,0.121,1.14,17.105022415011376
synth_00662.npz,18,79.82730000000447,13.727,2.86,0.0,90.0,0.02145812,0.52,6.526158337898752
synth_00663.npz,30,686.9309719996527,11.30717,0.84,0.0,90.0,,0.703,1.4685020231090447
synth_00664.npz,16,119.8581999996677,1005.57,58.51,0.037,-166.7,3.307,1.23,368.1193759899541
synth_00665.npz,88,335.02155099995434,21.489936,2.27,0.0,90.0,,0.858,8.185546860478718
synth_00666.npz,65,2741.681009999942,5.452654,343.0,0.432,21.9,,1.392,1.3281165680624967
synth_00667.npz,121,6174.081860000268,27.59221,2.61,0.0,90.0,,0.87,8.12214661398797
synth_00668.npz,64,810.7964499997906,3.57878087,59.2,0.0,90.0,,0.95,1.5027974800605346
synth_00669.npz,39,4419.077090000268,3.738252,13.25,0.089,89.99,,1.12,3.59717558406287
synth_00670.npz,41,2581.9221529997885,2.47063,181.3,0.0,90.0,,1.36,1.1336746875429684
synth_00671.npz,23,2239.8196100001223,40.0,3.05,0.088,145.0,0.05078186,0.99,38.0054004844927
synth_00672.npz,98,2213.0737469997257,53.647,1.23,0.0,0.0,0.01220785,0.35,1.6379540442430036
synth_00673.npz,16,2331.6351100001484,2751.53433,18.427,0.078,186.316,,2.058,181.90464602939028
synth_00674.npz,51,3291.908026999794,820.2,207.0,0.13,168.0,14.0,1.8,22.814606263000247
synth_00675.npz,23,1166.9500000001863,428.1,32.2,0.06,216.0,1.56,1.23,285.0908996401139
synth_00676.npz,75,4773.041399999987,1.701531,82.37,0.0,90.0,0.5,0.966,0.374732751143547
synth_00677.npz,54,3276.007464000024,7841.5839,28.855,0.391,219.678,,1.29,4520.04721326265
synth_00678.npz,38,1180.7267999998294,47.56,5.57,0.0,90.0,0.0849515,0.7941,37.827613409394
synth_00679.npz,95,816.7536309999414,380.2,32.9,0.149,128.0,1.542,1.53,126.15565187396312
synth_00680.npz,29,4335.020000000019,85.5073,2.6,0.06,70.59,0.0442,0.7,21.007219072323696
synth_00681.npz,117,3447.6486879996955,428.5,57.5,0.031,126.0,2.75,1.46,310.8375795897363
synth_00682.npz,21,1349.379600000102,133.60001,102.0,0.04,90.0,1.96,0.67,63.579949943800536
synth_00683.npz,44,2624.915689000394,4.7369696,9.1,0.071,-160.0,,0.823,0.7068039258470971
synth_00684.npz,42,1859.9830000000075,6.6132,59.67,0.0,90.0,,1.25,0.5782920508505449
synth_00685.npz,45,1885.9800299997441,2.21673,181.3,0.0,90.0,,2.78,1.634101314800788
synth_00686.npz,19,434.9022879996337,4.1509768,1424.0,0.1585,32.4,,1.037,3.571551640516247
synth_00687.npz,28,2642.787700000219,1460.0,60.0,0.0,90.0,,0.91,1299.9286342939288
synth_00688.npz,74,825.7873599999584,7.397225,1.55,0.0,90.0,,0.428,3.7732431583910366
synth_00689.npz,45,1366.12099999981,4.62767,219.0,0.11,90.0,,2.65,0.7101370931286868
synth_00690.npz,34,2554.978200000245,11.759,8.3,0.0,90.0,,0.91,2.6535055109826233
synth_00691.npz,69,5585.798969999887,0.6693124,1.41,0.0,90.0,,0.99,0.30354916261793574
synth_00692.npz,56,2986.802799999714,17.66484,0.54,0.0,90.0,,0.44,15.047924207563389
synth_00693.npz,118,166.6404760000296,10.64387,2.459,0.0,90.0,,0.556,6.920616800418151
synth_00694.npz,20,2952.8144800001755,15.611,2.34,0.03,153.891,,1.2,4.280644804998344
synth_00695.npz,24,1208.6984999999404,9.691,36.2,0.04,131.0,,1.07,7.325801375330626
synth_00696.npz,200,5279.703979999758,14901.99295,109.402,0.165,164.716,,0.75,6488.926422774497
synth_00697.npz,67,5455.066579999868,0.279221,2.69,0.0,90.0,,0.269,0.27440833154106004
synth_00698.npz,40,2936.9441999997944,4.324799,55.1,0.019,90.0,,1.573,1.8541586954671483
synth_00699.npz,26,1760.2483740001917,2288.0,25.8,0.21,153.0,0.82,0.357,1915.5052462913138
synth_00700.npz,63,845.69319000002,1.6339,5.1,0.0,90.0,0.00934467,0.18,0.023759571480769563
synth_00701.npz,29,856.7727000000887,58.83,155.0,0.07,-35.0,2.98,1.01,42.25295702543109
synth_00702.npz,91,1077.3038900000975,123.01,3.25,0.35,314.0,0.072,0.942,49.016833246972034
synth_00703.npz,155,2767.6150000002235,14.23283,25.159,0.104,279.469,0.314,1.08,7.10231464903696
synth_00704.npz,46,842.770709999837,600.1,46.1,0.03,179.8,2.51,1.5,119.31536279938386
synth_00705.npz,28,744.9494499997236,1569.81,33.11,0.149,40.8,3.651,2.72,1459.1564693637645
synth_00706.npz,26,2211.9640000001527,0.3652575,1.1,0.0,90.0,,0.89,0.07292183847507908
synth_00707.npz,107,4356.145509999711,16.8124,2.84,0.0,90.0,0.03067693,0.789,9.441620303592941
synth_00708.npz,53,454.79503000015393,1624.0,18.2,0.239,27.0,0.99,0.95,970.0892926887283
synth_00709.npz,65,2917.998738999944,4.532,20.561,0.1543,-96.91,0.1452,0.822,3.890465612521387
synth_00710.npz,22,2523.967299999669,3.31599,13.5,0.35,141.0,,0.8772,1.5474615789320856
synth_00711.npz,139,6166.089680000208,406.0,88.21953928798635,0.33,302.0,1.86,0.48,336.9358601513452
synth_00712.npz,136,4687.106219999958,60.888588,3.69074,0.026437,90.0,0.07596149,1.097,31.899322053827536
synth_00713.npz,35,2510.0294500002638,35.47358,1.804,0.152,117.523,0.021,0.626,33.92461404780102
synth_00714.npz,41,1462.9233929999173,15.9407,3.95,0.0,90.0,0.03146352,0.519,11.423230495175975
synth_00715.npz,32,824.7770000002347,0.4702743,3.02,0.0,90.0,,0.9513,0.4289396631355751
synth_00716.npz,21,369.95480000041425,2.85310198,3.15,0.25,90.0,,0.519,2.688650700603676
synth_00717.npz,17,2573.962799999863,0.719573,3.62,0.0,90.0,,1.18,0.5772746734402545
synth_00718.npz,20,0.2132699997164309,579.47495,1.966,0.404,246.871,0.047,0.509,70.90892794505395
synth_00719.npz,30,2664.8376000002027,194.3,32.0,0.17,90.0,0.99,1.15,24.176476636934083
synth_00720.npz,27,335.04171100025997,99.62167,6.279,0.373,316.962,0.136,1.04,61.39103228831523
synth_00721.npz,95,1976.7400000002235,19.578328,0.35,0.094,90.0,,0.929,5.309773390905714
synth_00722.npz,82,889.3675299999304,1155.7,15.3,0.27,121.6,0.73,0.94,445.1205411083031
synth_00723.npz,17,81.77910900022835,1862.0,12.8,0.16,0.0,0.696,0.85,323.66806487319417
synth_00724.npz,200,2957.9390199999325,4.3601561,11.5,0.0,90.0,,0.9042,3.323187425939894
synth_00725.npz,15,298.12220000009984,841.4,5.8,0.125,313.0,,0.943,718.9743678473633
synth_00726.npz,33,2332.6750000002794,18.18424,78.91,0.67,215.8,,0.97,2.414951211647512
synth_00727.npz,23,1390.994999999646,3.039577,91.2,0.0,0.0,,0.916,1.5709595865844144
synth_00728.npz,45,1164.8876999998465,165.7719,463.3,0.9412,42.32,,1.271,65.48204393026698
synth_00729.npz,77,1118.6139500001445,29.01,2.37,0.11,142.0,0.0282541,0.71,22.918344374623008
synth_00730.npz,96,3332.926669999957,3.1186,116.7,0.0,90.0,,1.78,1.450124987327243
synth_00731.npz,29,1870.8798750001006,4.3601561,11.5,0.0,90.0,,0.9042,3.1864415335786056
synth_00732.npz,26,2500.1017829999328,0.3693038,8.0,0.0,90.0,,0.803,0.20906431281550597
synth_00733.npz,193,3490.695880000014,35500.0,74.0,0.114,133.0,11.1,1.033,34727.80804769394
synth_00734.npz,30,797.8761999998242,24.329,2.31,0.09,230.0,0.02013655,0.43,10.209253104737604
synth_00735.npz,30,427.9791999999434,1169.13202,160.429,0.214,94.142,,0.96,1154.7176389408376
synth_00736.npz,29,2177.059907000046,19.382,55.3,0.02,185.0,0.865,1.29,8.05203062138754
synth_00737.npz,126,1575.9270000001416,2720.0,48.51,0.03,227.0,3.19,0.94,496.8587317829999
synth_00738.npz,51,2177.1378929996863,228.53731,17.021,0.169,82.15,0.804,2.009,178.7347017543131
synth_00739.npz,73,822.1295899995603,2.8641424,80.5,0.038,90.0,,1.405,0.7782419155253819
synth_00740.npz,28,1443.9892249996774,8.992,5.22,0.03,220.0,,0.83,5.087266539668823
synth_00741.npz,20,0.2132699997164309,422.82,58.4,0.105,-116.8,2.55,1.295,273.1480960796507
synth_00742.npz,21,132.77859999984503,4.637038,51.0,0.581,90.0,,1.415,0.9259110337913166
synth_00743.npz,44,1795.098321000114,27000.0,38.25,0.84,-20.0,3.23,1.07,928.987263306663
synth_00744.npz,57,2069.1296520000324,29.671,3.5,0.0,90.0,0.03901476,0.629,29.2862663367675
synth_00745.npz,30,686.9309719996527,2.36902,3.87,0.16,-57.0,,0.901,1.9364135967544216
synth_00746.npz,28,423.7784029999748,32.939623,3.55,0.2,-5.7,,0.359,4.074804461484054
synth_00747.npz,83,548.6837500003166,33.747,2.59,0.0,90.0,0.01667566,0.26,28.616424358366228
synth_00748.npz,26,1886.9171549999155,380.85001,100.3,0.75,90.0,1.25,0.39,98.30888991840229
synth_00749.npz,21,707.0095399999991,7.851928,4.2,0.0,90.0,,0.34,1.941661977027828
synth_00750.npz,21,204.4010999999009,1.54285047,5.26,0.0,90.0,,0.42,1.192031499318347
synth_00751.npz,70,1460.0976999998093,2047.635373,20.41237,0.013121,90.0,1.34071029,1.078,1550.8012466689063
synth_00752.npz,52,3063.6800000001676,2.4997,149.95,0.01,90.0,,0.89,2.114639572626922
synth_00753.npz,69,3450.696040000301,896.0,31.6,0.181,58.0,1.8,1.34,122.44019906644625
synth_00754.npz,59,4034.039850000292,45.791,3.33,0.12,215.3,0.05600478,0.95,34.23271854973189
synth_00755.npz,42,846.6784100001678,61.1166,214.0,0.0324,50.3,,0.32,28.71403779440583
synth_00756.npz,28,2530.098958000075,515.4,4.85,0.11,-17.1887,0.201,1.10394,167.96030854885447
synth_00757.npz,51,1234.6099999998696,3.97664,0.29,0.07,19.0,,0.67,2.9200581949760873
synth_00758.npz,77,4845.79224999994,1123.0,27.4,0.209,21.0,1.52,1.3,949.0956799160602
synth_00759.npz,58,1549.8249999997206,4.5557,89.0,0.086,262.0,0.62,0.794,1.4690344732305454
synth_00760.npz,58,3752.827693999745,5094.105,1.75,0.12,242.0,0.10201051,0.48,788.6263248418426
synth_00761.npz,69,3326.910544999875,913.0,25.6,0.15,49.0,1.41,1.27,905.4081478388398
synth_00762.npz,23,615.5995719996281,5.05907,74.0,0.506,90.0,,0.853,4.6502464988537735
synth_00763.npz,15,3708.78582999995,15.66858,1.74,0.301,-86.0,,0.642,4.541399243184567
synth_00764.npz,76,2500.030999999959,2.47063,181.3,0.0,90.0,,1.36,2.0121164217732126
synth_00765.npz,28,1420.0998599999584,3.3366496,13.4,0.0,90.0,,0.539,0.2992748540310172
synth_00766.npz,52,1595.6599999996834,2880.0,48.900243832282754,0.24,86.68,2.19,0.535,2628.1322134665256
synth_00767.npz,95,5224.776229000185,25.201,4.02,0.15,97.83,0.04090237,0.61,19.52201098091336
synth_00768.npz,41,680.0663300002925,24.3681,2.72,0.18,168.0,,0.79,4.7971800667959865
synth_00769.npz,16,94.80128900008276,17.46819,3.3,0.39,-36.0,,0.8,5.165121011132739
synth_00770.npz,15,797.9470000001602,3700.0,110.7,0.487,185.6,8.29,1.18,2203.5529629116977
synth_00771.npz,95,816.7536309999414,2.21778105,54.5,0.078,90.0,,0.837,0.7889926061246463
synth_00772.npz,18,1242.7226999998093,510.9,34.25,0.107,181.0,1.685,1.41,376.1418565675545
synth_00773.npz,24,1040.0430000000633,19.382,55.3,0.02,185.0,0.865,1.29,11.481177133625286
synth_00774.npz,22,2282.896594000049,17.133,3.25,0.07,276.0,0.02041972,0.43,3.5470219044473663
synth_00775.npz,49,6166.0925300000235,10.590547,15.7,0.13,92.0,,1.146,6.461393439573209
synth_00776.npz,24,346.94951000018045,12.836,3.52,0.0,90.0,0.03335133,0.745,0.18046241697143256
synth_00777.npz,200,3685.877999999999,5.7998164,7.3,0.32,90.0,,0.211,0.6481168118587669
synth_00778.npz,126,1575.9270000001416,155.3,286.9,0.254,120.9,8.02,1.13,25.035573996663004
synth_00779.npz,29,1870.8798750001006,7.8914483,40.0,0.0,90.0,,1.15,2.7910293792634935
synth_00780.npz,118,166.6404760000296,0.83784,415.2,0.0,90.0,,1.037,0.009978455171638378
synth_00781.npz,30,1690.282399999909,1.5089557,188.0,0.0,90.0,,0.95,1.4031892583051924
synth_00782.npz,23,839.8808600003831,1.53736596,391.5,0.0,90.0,,1.081,0.36821291525821037
synth_00783.npz,59,5173.866280000191,3947.0,22.18,0.0,84.0,,1.13,1068.2103586066391
synth_00784.npz,28,910.780999999959,11.30717,0.84,0.0,90.0,,0.703,4.247451635944678
synth_00785.npz,30,720.1207300000824,771.36,18.84,0.46,321.79,0.21,0.15,725.648215764291
synth_00786.npz,48,1705.1656229998916,22.808533,3.93,0.0,90.0,,0.8801,8.024482778910889
synth_00787.npz,34,825.7470800001174,7.8457,42.8,0.22,90.0,,1.42,3.382539049924409
synth_00788.npz,48,1923.7244099997915,2.60544751,68.0,0.0,90.0,,1.297,0.7777450298583954
synth_00789.npz,41,1951.6558999996632,158.991,9.36,0.2,-44.79,0.20954598,0.8,155.21417436791975
synth_00790.npz,132,6077.539679999929,101.94054,277.19,0.24,279.74,,0.93,37.19374252586893
synth_00791.npz,39,1856.94560000021,1628.0,7.74,0.059,225.0,,1.019,135.99892137112056
synth_00792.npz,23,615.5995719996281,141.834025,47.8,0.212,98.8,1.286,1.112,93.32429135406505
synth_00793.npz,32,3385.8029840001836,1192.77951,137.999,0.314,243.89,,1.795,854.7516661945948
synth_00794.npz,129,877.7414190000854,632.62,17.2,0.102,256.4,0.749,1.057,235.48711672625288
synth_00795.npz,21,2552.0558699998073,2374.0,93.3,0.76,256.0,4.85,1.36,501.82835903803283
synth_00796.npz,31,1502.9305790001526,17.24,5.0,0.2,77.0,0.0696,1.2,7.055495018404885
synth_00797.npz,33,46.010089999996126,1027.0,17.5,0.52,35.0,0.85,1.22,450.9230521961976
synth_00798.npz,29,982.24599999981,3.052524,243.0,0.0,90.0,,0.949,3.038176537036727
synth_00799.npz,17,2552.886119999923,4.6612061,76.0,0.18,90.0,,1.26,4.0013439759286635
synth_00800.npz,48,1705.1656229998916,47.42489,4.31,0.0,90.0,,1.098,29.446536207587364
synth_00801.npz,21,17.08169999998063,2.72474,274.0,0.0,90.0,,1.29,0.5283759892745482
synth_00802.npz,78,855.6496600001119,3.4936264,51.2,0.0,90.0,,1.088,2.4033163328680938
synth_00803.npz,20,436.82689999975264,2390.0,97.6672206520815,0.0,90.0,5.9,0.88,1814.0076154541318
synth_00804.npz,21,314.16900000022724,9.139703,4.7,0.18,-119.0,,1.204,0.6890306812109458
synth_00805.npz,39,1856.94560000021,4.0460435,54.6,0.0,0.0,,1.32,1.5354189542404038
synth_00806.npz,48,1923.7244099997915,10.03,2.89,0.22,121.0,0.03442109,1.21,3.2782834093844624
synth_00807.npz,23,2633.819279999938,3.1968838,158.0,0.024,80.0,,1.38,1.8236026542691717
synth_00808.npz,40,2483.0267819999717,2.18467,175.7,0.0,90.0,,1.46,1.426705774572648
